internal_id,bartlett_id,common_name,genus,latitude,longitude,color_code
2462,1369659,Stewartia-Japanese,Stewartia,41.688962449,-73.896568521,009b04
2502,1456058,Maple-Red,Acer,41.686211568,-73.891537257,009b04
2555,1456065,Pine-Eastern White,Pinus,41.687984793,-73.890368260,ffff00
2505,1456067,Maple-Red,Acer,41.686112250,-73.891773872,009b04
2558,1456074,Maple-Red,Acer,41.687331217,-73.890959672,009b04
2562,1456086,Maple-Red,Acer,41.686432532,-73.891949741,ffff00
2512,1456088,Maple-Red,Acer,41.686303326,-73.891267483,009b04
2513,1456091,Maple-Red,Acer,41.686458530,-73.891354594,009b04
2514,1456094,Oak,Quercus,41.686642074,-73.891177581,009b04
2542,1456099,Pine-Eastern White,Pinus,41.687783314,-73.890492399,ffff00
2543,1456101,Hickory-Shagbark,Carya,41.687890041,-73.890461690,009b04
2594,1456132,Dogwood-Cornelian Cherry,Cornus,41.689262442,-73.889765345,ffff00
2584,1456161,Oak-Northern Red,Quercus,41.689609391,-73.889111562,009b04
2642,1456171,Persimmon-Common,Diospyros,41.688215690,-73.902114816,ffff00
2660,1456205,Honeylocust-Thornless Common,Gleditsia,41.688446701,-73.903114944,009b04
2636,1456208,Birch-River,Betula,41.687810791,-73.901444720,009b04
2661,1456209,Dogwood-Kousa,Cornus,41.688368817,-73.903137683,009b04
2666,1456219,Honeylocust-Thornless Common,Gleditsia,41.688291314,-73.903588322,009b04
2674,1456243,Dogwood-Flowering,Cornus,41.688723237,-73.903474040,ffff00
2725,1456244,Planetree-London,Platanus,41.687387611,-73.902912842,009b04
2678,1456255,Oak-Pin,Quercus,41.688619255,-73.903582210,009b04
2680,1456261,Dogwood-Flowering,Cornus,41.688329426,-73.903887677,ffff00
2732,1456265,Maple-Red,Acer,41.687473552,-73.902448306,009b04
2736,1456277,Hemlock-Canadian,Tsuga,41.687634245,-73.902335051,009b04
2713,1456284,Birch-River,Betula,41.687496953,-73.902934328,009b04
2493,1651321,Maple-Red,Acer,41.688953400,-73.890449500,009b04
2756,1789215,Redbud-Eastern,Cercis,41.683864600,-73.896820100,009b04
2762,1885015,Fir-White,Abies,41.688995400,-73.892707800,009b04
2771,1947253,Dogwood-Flowering,Cornus,41.685187069,-73.891158532,009b04
2773,1947255,Dogwood-Flowering,Cornus,41.685177237,-73.891052849,009b04
2782,1959342,Birch-River,Betula,41.688549000,-73.894073500,009b04
2783,1959343,Birch-River,Betula,41.688575700,-73.894027700,009b04
2788,1994590,Magnolia-Sweetbay,Magnolia,41.688739800,-73.893981900,009b04
2793,2001368,Dogwood-Flowering,Cornus,41.690143600,-73.890739400,009b04
2801,2015478,Sweetgum-Common,Liquidambar,41.690368700,-73.891235400,009b04
2804,2043674,Dawn Redwood,Metasequoia,41.688106500,-73.893760700,009b04
2809,2152169,Honeylocust-Thornless Common,Gleditsia,41.684307100,-73.891273500,009b04
2828,2320811,Maple-Sugar,Acer,41.683345800,-73.894645700,009b04
2838,2371069,Poplar-Aspen,Populus,41.684162100,-73.896759000,009b04
2839,2371070,Poplar-Aspen,Populus,41.684207900,-73.896820100,009b04
2871,2677834,Maple-Red,Acer,41.682601900,-73.896774300,009b04
2877,2681052,Sweetgum-Common,Liquidambar,41.681556700,-73.895950300,009b04
2881,2681593,Sycamore-American,Platanus,41.681804700,-73.897155800,009b04
2887,2701910,Linden-American,Tilia,41.685264600,-73.894912700,009b04
2888,2701930,Oak-Swamp White,Quercus,41.685115800,-73.892982500,009b04
2898,2712165,Arborvitae-Green Giant,Thuja,41.691597000,-73.899505600,009b04
2911,2872540,Franklinia Tree,Franklinia,41.684852600,-73.895408600,009b04
41,807402,Pine-Eastern White,Pinus,41.690344920,-73.896816363,ffff00
47,807408,Hemlock-Canadian,Tsuga,41.690298436,-73.896437595,009b04
78,807439,Maple-Amur,Acer,41.688933117,-73.896678871,ffff00
81,807442,Maple-Norway,Acer,41.688642682,-73.896490947,009b04
111,807472,Maple-Paperbark,Acer,41.688279334,-73.898007817,009b04
125,807486,Honeylocust-Thornless Common,Gleditsia,41.688819439,-73.897386380,009b04
130,807491,Honeylocust-Thornless Common,Gleditsia,41.688933511,-73.897645390,009b04
146,807507,Juniper-Eastern Redcedar,Juniperus,41.689470010,-73.898761263,ffff00
163,807858,Maple-Norway,Acer,41.691097279,-73.898100265,009b04
164,807859,Maple-Norway,Acer,41.691090862,-73.898097346,ffff00
199,807894,Maple-Amur,Acer,41.691407303,-73.898695583,009b04
212,807907,Maple-Amur,Acer,41.691525649,-73.899064211,009b04
227,807922,Maple-Norway,Acer,41.691358703,-73.899245775,009b04
232,807927,Maple-Amur,Acer,41.691580643,-73.899266603,009b04
274,808777,Spruce-Norway,Picea,41.691509869,-73.900134097,009b04
276,808779,Hawthorn,Crataegus,41.691535843,-73.900059362,009b04
277,808780,Maple-Norway,Acer,41.691488944,-73.900066274,009b04
285,808788,Pine-Eastern White,Pinus,41.691370297,-73.899939633,009b04
289,808792,Pine-Eastern White,Pinus,41.691301100,-73.899899045,ffff00
303,808807,Spruce-Norway,Picea,41.690697374,-73.899772066,009b04
307,808811,Pine-Eastern White,Pinus,41.690565299,-73.899831313,ffff00
317,808821,Pine-Eastern White,Pinus,41.690419711,-73.899754906,009b04
344,808848,Spruce-Norway,Picea,41.689823393,-73.899388309,009b04
358,808862,Pine-Eastern White,Pinus,41.689439037,-73.899176043,ffff00
362,808866,Pine-Eastern White,Pinus,41.689376315,-73.899068510,009b04
369,808873,Pine-Eastern White,Pinus,41.689370746,-73.899241977,855b00
378,808882,Pine-Eastern White,Pinus,41.688988061,-73.899035573,009b04
386,808890,Pine-Eastern White,Pinus,41.688789402,-73.898930442,ffff00
392,808896,Spruce-Norway,Picea,41.688680288,-73.898824008,009b04
394,808898,Pine-Eastern White,Pinus,41.688773726,-73.898711437,009b04
398,808902,Pine-Eastern White,Pinus,41.688587379,-73.898832423,009b04
401,809621,Oak-Northern Red,Quercus,41.689185183,-73.899256059,009b04
469,809689,Birch-River,Betula,41.686257000,-73.897330573,009b04
470,809690,Birch-River,Betula,41.686263155,-73.897350067,009b04
471,809691,Dogwood-Flowering,Cornus,41.686413508,-73.897349651,009b04
486,809706,Falsecypress-Hinoki,Chamaecyparis,41.686172477,-73.897751073,009b04
491,809711,Falsecypress-Hinoki,Chamaecyparis,41.686083095,-73.897714943,009b04
492,809712,Falsecypress-Hinoki,Chamaecyparis,41.686061292,-73.897830984,009b04
504,809724,Falsecypress-Hinoki,Chamaecyparis,41.685897330,-73.897764246,009b04
518,809738,Japanese Cryptomeria,Cryptomeria,41.687766965,-73.897710416,009b04
530,810175,Maple-Sugar,Acer,41.688043339,-73.896319167,009b04
534,810179,Oak-Northern Red,Quercus,41.687770027,-73.896096016,009b04
541,810187,Dogwood-Flowering,Cornus,41.687723137,-73.896857279,009b04
566,810212,Maple-Red,Acer,41.686294555,-73.896216383,009b04
581,810228,Beech-American,Fagus,41.685551989,-73.896667601,009b04
587,810234,Yellowwood-American,Cladrastis,41.686180902,-73.895872159,009b04
591,810238,Maple-Sugar,Acer,41.685793012,-73.896185340,009b04
593,810240,Pine-Eastern White,Pinus,41.685730442,-73.896382770,009b04
608,810255,Pine-Eastern White,Pinus,41.685567315,-73.895920341,009b04
609,810256,Pine-Eastern White,Pinus,41.685579378,-73.895871233,009b04
625,811285,Linden-Littleleaf,Tilia,41.685953190,-73.895753959,009b04
645,811305,Pine-Eastern White,Pinus,41.685413705,-73.895845778,009b04
656,811316,Crabapple,Malus,41.684974349,-73.895753492,009b04
670,811330,Dogwood-Flowering,Cornus,41.685210306,-73.895677374,009b04
674,811334,Larch-Common,Larix,41.685272678,-73.896167258,009b04
676,811336,Pine-Eastern White,Pinus,41.685272191,-73.896367026,009b04
679,811339,Spruce-Norway,Picea,41.685153610,-73.896628235,009b04
700,811360,Cherry,Prunus,41.684352417,-73.895628330,009b04
713,811373,Oak-Pin,Quercus,41.684182828,-73.897286347,009b04
743,812224,Pine-Eastern White,Pinus,41.683424938,-73.896228314,009b04
748,812229,Spruce-Norway,Picea,41.683294543,-73.896091908,009b04
755,812236,Spruce-Norway,Picea,41.683138472,-73.896039322,009b04
763,812244,Linden,Tilia,41.683079725,-73.896698094,ffff00
766,812205,Oak-Northern Red,Quercus,41.685197108,-73.897524185,009b04
770,812247,Pine-Eastern White,Pinus,41.682732633,-73.896479736,009b04
776,812253,Pine-Eastern White,Pinus,41.682343530,-73.896274054,009b04
790,812267,Pine-Eastern White,Pinus,41.681752153,-73.895783806,009b04
803,812280,Pine-Eastern White,Pinus,41.681430080,-73.895283003,009b04
811,812288,Zelkova-Japanese,Zelkova,41.682409735,-73.895970375,009b04
897,812994,Spruce-Norway,Picea,41.682252112,-73.894162954,009b04
901,812998,Pine-Eastern White,Pinus,41.682136578,-73.894331692,009b04
916,813013,Pine-Eastern White,Pinus,41.681644045,-73.894750018,009b04
929,813026,Spruce-Norway,Picea,41.681256313,-73.895114317,009b04
950,813047,Pine-Eastern White,Pinus,41.680989662,-73.893783638,ffff00
978,813075,Pine-Eastern White,Pinus,41.682311020,-73.893693128,009b04
1005,807524,Pine-Eastern White,Pinus,41.690810837,-73.895711489,ffff00
1018,807537,Spruce-Norway,Picea,41.690470565,-73.896125553,009b04
1021,807540,Magnolia,Magnolia,41.690395118,-73.896057939,009b04
1022,807541,Magnolia-Saucer,Magnolia,41.690270202,-73.896004482,009b04
1024,807543,Magnolia,Magnolia,41.690110550,-73.895954143,ffff00
1071,807590,Arborvitae-White Cedar,Thuja,41.689137199,-73.893880394,ff0000
1093,807612,Arborvitae-White Cedar,Thuja,41.688668849,-73.894513904,009b04
1098,807617,Dogwood-Flowering,Cornus,41.688551818,-73.894435555,009b04
1099,807618,Dogwood-Kousa,Cornus,41.688571729,-73.894500832,009b04
1117,807636,Arborvitae-White Cedar,Thuja,41.688863487,-73.894285084,009b04
1127,807979,Hemlock-Canadian,Tsuga,41.688821786,-73.894779833,009b04
1128,807980,Hemlock-Canadian,Tsuga,41.688806445,-73.894806412,ffff00
1134,807986,Spruce-Norway,Picea,41.688638698,-73.894858267,009b04
1142,807994,Pine-Eastern White,Pinus,41.688492863,-73.894864610,009b04
1150,808002,Falsecypress-Sawara Cypress,Chamaecyparis,41.688930465,-73.895218424,009b04
1176,808028,Oak-Pin,Quercus,41.689381356,-73.892358657,009b04
1184,808036,Spruce-Norway,Picea,41.689034105,-73.892476554,009b04
1188,808040,Pine-Virginia,Pinus,41.689168046,-73.892218093,009b04
1189,808041,Spruce-Norway,Picea,41.689134392,-73.892079998,009b04
1235,808087,Maple-Norway,Acer,41.690295649,-73.894422129,009b04
1239,808091,Maple-Norway,Acer,41.690314715,-73.894530855,009b04
1243,808095,Maple-Norway,Acer,41.690409567,-73.894574970,009b04
1265,808934,Pine-Eastern White,Pinus,41.689223077,-73.891022367,009b04
1267,808936,Birch-Gray,Betula,41.689285910,-73.891049218,ffff00
1268,808937,Birch-River,Betula,41.689298761,-73.891088272,009b04
1285,808954,Birch-River,Betula,41.689178868,-73.890818574,009b04
1289,808958,Maple-Freeman's,Acer,41.688994769,-73.890625831,009b04
1292,808961,Beech-European,Fagus,41.688775455,-73.890580122,009b04
1299,808968,Birch-River,Betula,41.688726892,-73.890714563,009b04
1316,808985,Maple-Norway,Acer,41.688713190,-73.890243140,009b04
1332,809001,Fir-White,Abies,41.689230670,-73.891357931,009b04
1351,809020,Birch-River,Betula,41.688644729,-73.891067971,009b04
1369,809038,Falsecypress-Chamaecyparis,Chamaecyparis,41.689131122,-73.891882357,009b04
1370,809039,Golden Larch,Pseudolarix,41.689050924,-73.892016234,009b04
1392,809754,Beech-European,Fagus,41.687938047,-73.891964265,009b04
1393,809755,Oak-Northern Red,Quercus,41.687851625,-73.892056177,009b04
1398,809760,Beech-European,Fagus,41.688543062,-73.892237106,009b04
1402,809764,Larch-Common,Larix,41.688689344,-73.892723584,ffff00
1407,809769,Pine-Eastern White,Pinus,41.688578178,-73.892839509,009b04
1422,809784,Falsecypress-Sawara Cypress,Chamaecyparis,41.688809319,-73.893486862,009b04
1423,809785,Falsecypress-Sawara Cypress,Chamaecyparis,41.688745733,-73.893511601,009b04
1428,809790,Magnolia-Saucer,Magnolia,41.688436292,-73.893638846,009b04
1440,809802,Crabapple,Malus,41.688159267,-73.893093622,009b04
1453,809815,Pine-Eastern White,Pinus,41.688575140,-73.894238478,009b04
1455,809817,Dogwood-Kousa,Cornus,41.688929971,-73.893633665,009b04
1471,809833,Douglas Fir,Pseudotsuga,41.688962551,-73.895613297,009b04
1480,809842,Fir-White,Abies,41.688704227,-73.895709860,009b04
1496,810285,Pine-Lacebark,Pinus,41.688471061,-73.895620665,009b04
1521,810310,Spruce-Norway,Picea,41.688445197,-73.895212272,009b04
1524,810313,Spruce-Norway,Picea,41.688253368,-73.895035108,009b04
1525,810314,Pine-Eastern White,Pinus,41.688272457,-73.894441458,009b04
1531,810320,Pine-Eastern White,Pinus,41.688305595,-73.894221547,009b04
1550,810339,Pine-Eastern White,Pinus,41.687513845,-73.893701302,ffff00
1555,810344,Maple-Sugar,Acer,41.687480290,-73.893720322,009b04
1561,810350,Beech-European,Fagus,41.687542201,-73.892728021,009b04
1564,810353,Cherry-Black,Prunus,41.687924886,-73.892799655,009b04
1572,810361,Birch-River,Betula,41.687824440,-73.893361113,009b04
1588,810377,Magnolia-Saucer,Magnolia,41.686516685,-73.894291119,009b04
1614,811002,Spruce-Colorado Blue,Picea,41.685918843,-73.893745400,009b04
1618,811009,Arborvitae-White Cedar,Thuja,41.686019826,-73.893738657,009b04
1621,811010,Pine-Eastern White,Pinus,41.686027420,-73.893744525,009b04
1625,811014,Hemlock-Canadian,Tsuga,41.686148334,-73.893793099,ffff00
1629,811018,Spruce-Norway,Picea,41.686315085,-73.893758590,009b04
1641,811030,Spruce-Norway,Picea,41.686351359,-73.894789861,009b04
1654,811043,Oak-Pin,Quercus,41.686606641,-73.895695998,009b04
1663,811051,Linden-Silver,Tilia,41.687698314,-73.895240618,009b04
1664,811052,Magnolia-Cucumbertree,Magnolia,41.687474328,-73.894999130,009b04
1667,811056,Pine-Eastern White,Pinus,41.687111439,-73.894638439,009b04
1670,811059,Spruce-Norway,Picea,41.687039346,-73.894601610,009b04
1672,811061,Spruce-Norway,Picea,41.686786709,-73.894523081,009b04
1673,811062,Spruce-Norway,Picea,41.686818721,-73.894548918,009b04
1696,811402,Stewartia-Japanese,Stewartia,41.687742289,-73.894441061,009b04
1698,811404,Stewartia-Japanese,Stewartia,41.687868071,-73.894324472,009b04
1713,811419,Stewartia-Japanese,Stewartia,41.687618661,-73.894306037,ff0000
1715,811421,Magnolia-Saucer,Magnolia,41.687397742,-73.894386637,009b04
1716,811422,Pine-Eastern White,Pinus,41.687304027,-73.894383656,009b04
1752,811458,Holly-American,Ilex,41.685515274,-73.893160773,009b04
1810,811516,Spruce-Norway,Picea,41.685286391,-73.894526415,009b04
1817,812359,Cotinus-Common Smoketree,Cotinus,41.684870659,-73.894257821,009b04
1871,812413,Douglas Fir,Pseudotsuga,41.684879685,-73.894002806,009b04
1882,812424,Hemlock-Canadian,Tsuga,41.685016674,-73.893762157,009b04
1891,812433,Hemlock-Canadian,Tsuga,41.684877807,-73.893734420,ffff00
1902,812444,Hemlock-Canadian,Tsuga,41.684776564,-73.893569459,ffff00
1906,812448,Hemlock-Canadian,Tsuga,41.684656181,-73.893573298,ffff00
1908,812450,Hemlock-Canadian,Tsuga,41.684602300,-73.893559494,009b04
1941,812483,Hemlock-Canadian,Tsuga,41.683959714,-73.894146510,009b04
1944,812486,Hemlock-Canadian,Tsuga,41.683926460,-73.894246196,009b04
1945,812487,Hemlock-Canadian,Tsuga,41.683932503,-73.894248790,009b04
1971,813128,Hemlock-Canadian,Tsuga,41.684205547,-73.894457813,009b04
1973,813130,Hemlock-Canadian,Tsuga,41.684270955,-73.894493145,009b04
1974,813131,Hemlock-Canadian,Tsuga,41.684196818,-73.894562324,009b04
2017,813172,Willow,Salix,41.683813998,-73.894831130,ffff00
2018,813173,Maple-Red,Acer,41.683798075,-73.894844693,009b04
2033,813188,Linden,Tilia,41.683537516,-73.895413783,009b04
2043,813100,Pine-Eastern White,Pinus,41.681407487,-73.893573972,009b04
2047,813104,Maple-Red,Acer,41.681300740,-73.893795537,009b04
2063,813197,Pear-Callery,Pyrus,41.680851093,-73.893135246,009b04
2079,813213,Pine-Eastern White,Pinus,41.680646961,-73.892824020,009b04
2098,817572,Crabapple,Malus,41.684036047,-73.892384571,ff0000
2119,817593,Crabapple,Malus,41.683519369,-73.892557598,009b04
2121,817595,Crabapple,Malus,41.683463133,-73.892328563,009b04
2124,817598,Oak-Northern Red,Quercus,41.683269012,-73.892414778,009b04
2163,817637,Crabapple,Malus,41.683731013,-73.891820747,009b04
2164,817638,Crabapple,Malus,41.683748145,-73.891872456,009b04
2169,817643,Crabapple,Malus,41.683812668,-73.891988362,009b04
2172,817646,Crabapple,Malus,41.683852955,-73.891883664,009b04
2186,817660,Cherry-Flowering,Prunus,41.684462976,-73.892046480,009b04
2228,823612,Oak-Northern Red,Quercus,41.683463176,-73.891486142,009b04
2244,823628,Pine-Austrian,Pinus,41.683526289,-73.890439993,009b04
2252,823636,Crabapple,Malus,41.683880358,-73.890740727,009b04
2266,823650,Douglas Fir,Pseudotsuga,41.684353552,-73.890276841,ffff00
2271,823655,Douglas Fir,Pseudotsuga,41.684432968,-73.890496645,ffff00
2277,823661,Arborvitae-White Cedar,Thuja,41.684587791,-73.890310353,ffff00
2285,823669,Arborvitae-White Cedar,Thuja,41.684630306,-73.890352987,009b04
2286,823670,Arborvitae-White Cedar,Thuja,41.684618845,-73.890386779,009b04
2290,823674,Hickory-Pignut,Carya,41.684549020,-73.890593804,009b04
2306,823690,Maple-Sugar,Acer,41.685844439,-73.890101278,009b04
2317,823701,Oak-Northern Red,Quercus,41.686274841,-73.890236144,009b04
2379,823763,Spruce-Colorado Blue,Picea,41.684363245,-73.903633635,ffff00
2381,823765,Crabapple,Malus,41.684354735,-73.903381050,009b04
2386,823770,Maple-Norway,Acer,41.684588538,-73.903138140,009b04
2390,823774,Maple-Norway,Acer,41.684555978,-73.903216777,009b04
2395,823779,Spruce-Colorado Blue,Picea,41.684469827,-73.903637855,ffff00
2409,823793,Elm-Chinese,Ulmus,41.685822926,-73.903100667,009b04
2411,823795,Elm-Chinese,Ulmus,41.685885385,-73.903298111,009b04
2414,823798,Elm-Chinese,Ulmus,41.685418176,-73.903602932,009b04
2436,823820,Honeylocust-Thornless Common,Gleditsia,41.685363546,-73.901810656,009b04
45,807406,Oak,Quercus,41.690300304,-73.896568271,009b04
154,807515,Maple-Paperbark,Acer,41.689990668,-73.898628652,009b04
194,807889,Hazel-Turkish Filbert,Corylus,41.691385339,-73.898567363,009b04
196,807891,Spruce-Norway,Picea,41.691373438,-73.898617924,009b04
251,807946,Yellowwood-American,Cladrastis,41.691691504,-73.899871094,009b04
296,808799,Spruce-Norway,Picea,41.690856567,-73.899765057,009b04
350,808854,Spruce-Norway,Picea,41.689746209,-73.899129118,ffff00
365,808869,Pine-Eastern White,Pinus,41.689385746,-73.899090851,009b04
427,809647,Pine-Eastern White,Pinus,41.687749732,-73.898342732,009b04
430,809650,Pine-Eastern White,Pinus,41.687800061,-73.898418662,009b04
449,809669,Magnolia-Star,Magnolia,41.686487579,-73.897882751,009b04
501,809721,Falsecypress-Hinoki,Chamaecyparis,41.685922631,-73.897734912,009b04
531,810176,Maple-Sugar,Acer,41.687943368,-73.896201618,009b04
648,811308,Spruce-Norway,Picea,41.685014177,-73.895533265,009b04
653,811313,Pine-Eastern White,Pinus,41.684994945,-73.895567703,009b04
796,812273,Spruce-Norway,Picea,41.681638609,-73.895607207,009b04
800,812277,Pine-Eastern White,Pinus,41.681503927,-73.895446855,009b04
848,812325,Linden,Tilia,41.683013059,-73.895603393,009b04
849,812326,Oak-Northern Red,Quercus,41.682945657,-73.895786350,009b04
869,812346,Crabapple,Malus,41.682679077,-73.895062682,009b04
946,813043,Pine-Eastern White,Pinus,41.681144190,-73.893758375,009b04
1014,807533,Katsuratree,Cercidiphyllum,41.690551510,-73.895520711,009b04
1053,807572,Douglas Fir,Pseudotsuga,41.689790320,-73.895551094,ffff00
1057,807576,Dogwood-Flowering,Cornus,41.689763850,-73.895333597,009b04
1368,809037,Pine-Eastern White,Pinus,41.689200655,-73.891796826,009b04
1395,809757,Oak-Sawtooth,Quercus,41.688200597,-73.891693237,009b04
1413,809775,Silverbell-Carolina,Halesia,41.688939981,-73.892577199,009b04
1549,810338,Pine-Eastern White,Pinus,41.687502335,-73.893783081,ffff00
1647,811036,Katsuratree,Cercidiphyllum,41.686220443,-73.894928683,009b04
1653,811042,Crabapple,Malus,41.686555626,-73.895302531,009b04
1848,812390,Yellowwood-American,Cladrastis,41.684625104,-73.894332603,009b04
1867,812409,Arborvitae-White Cedar,Thuja,41.684736392,-73.894357452,009b04
1937,812479,Hemlock-Canadian,Tsuga,41.683960543,-73.894098245,009b04
1996,813150,Common Baldcypress,Taxodium,41.683833654,-73.893851808,009b04
2171,817645,Crabapple,Malus,41.683842999,-73.891823563,009b04
2173,817647,Crabapple,Malus,41.683942799,-73.891875432,ffff00
2223,823607,Crabapple,Malus,41.683982231,-73.891457785,009b04
2367,823751,Yew-English,Taxus,41.684229226,-73.904198179,009b04
2380,823764,Maple-Japanese,Acer,41.684313930,-73.903607623,009b04
2407,823791,Elm-Chinese,Ulmus,41.685480269,-73.903226717,009b04
2438,823822,Honeylocust-Thornless Common,Gleditsia,41.685184668,-73.901929093,009b04
2444,1369623,Leyland Cypress,x,41.683475172,-73.894662045,009b04
2448,1369631,Leyland Cypress,x,41.683559721,-73.894603198,ffff00
2458,1369651,Fir-White,Abies,41.689364972,-73.895747449,009b04
2460,1369655,Douglas Fir,Pseudotsuga,41.689011025,-73.895507502,009b04
2552,1456056,Oak-Northern Red,Quercus,41.688070336,-73.890193454,ffff00
2530,1456066,Hickory-Pignut,Carya,41.687638992,-73.890677249,009b04
2531,1456069,Locust-Black,Robinia,41.687578268,-73.890780215,ffff00
2559,1456077,Maple-Red,Acer,41.687253070,-73.891033552,009b04
2534,1456078,Pine-Eastern White,Pinus,41.687709496,-73.890759058,009b04
2537,1456087,Hickory-Shagbark,Carya,41.687853025,-73.890571110,009b04
2538,1456090,Pine-Eastern White,Pinus,41.687771218,-73.890552471,009b04
2544,1456103,Oak-Swamp White,Quercus,41.687925840,-73.890490004,009b04
2521,1456108,Pine-Eastern White,Pinus,41.687521232,-73.890616948,ffff00
2522,1456110,Oak-Northern Red,Quercus,41.687568227,-73.890581314,009b04
2548,1456111,Maple-Norway,Acer,41.687954870,-73.890464926,009b04
2598,1456119,Spruce-Norway,Picea,41.689457713,-73.887854362,ff0000
2599,1456120,Spruce-Norway,Picea,41.689491121,-73.887840548,855b00
2569,1456131,Pine-Eastern White,Pinus,41.689798904,-73.888321653,009b04
2600,1456140,Oak-Swamp White,Quercus,41.685762067,-73.890716247,009b04
2602,1456144,Elm-Chinese,Ulmus,41.686039363,-73.903231273,009b04
2603,1456146,Elm-Chinese,Ulmus,41.686027635,-73.903114289,009b04
2604,1456148,Maple-Japanese,Acer,41.686037913,-73.903169777,009b04
2611,1456162,Elm-Chinese,Ulmus,41.686115613,-73.902950184,009b04
2585,1456163,Pine-Eastern White,Pinus,41.689478821,-73.889013765,ffff00
2587,1456167,Pine-Eastern White,Pinus,41.689442146,-73.888973142,ffff00
2614,1456168,Pine-Eastern White,Pinus,41.686524748,-73.902913257,009b04
2620,1456176,Pine-Eastern White,Pinus,41.686932793,-73.902760732,009b04
2645,1456177,Oak-Scarlet,Quercus,41.688088363,-73.902190285,009b04
2647,1456181,Pine-Eastern White,Pinus,41.688389267,-73.902256093,ffff00
2625,1456186,Pine-Eastern White,Pinus,41.687208592,-73.902189298,009b04
2627,1456190,Pine-Eastern White,Pinus,41.687306862,-73.902098747,009b04
2652,1456191,Pine-Eastern White,Pinus,41.688256173,-73.902522827,009b04
2653,1456193,Pine-Eastern White,Pinus,41.688227921,-73.902582230,009b04
2654,1456195,Dogwood-Kousa,Cornus,41.688230742,-73.902810005,009b04
2635,1456206,Honeylocust-Thornless Common,Gleditsia,41.687831413,-73.902013347,ffff00
2659,1456207,Maple-Red,Acer,41.688662822,-73.903120654,ff0000
2670,1456231,Tuliptree,Liriodendron,41.688645864,-73.903371515,009b04
2722,1456235,Birch-River,Betula,41.687477390,-73.903050972,009b04
2724,1456241,Planetree-London,Platanus,41.687409450,-73.902951985,009b04
2731,1456262,Oak-Pin,Quercus,41.687412752,-73.902409995,009b04
2706,1456263,Planetree-London,Platanus,41.687411480,-73.903247773,ffff00
2690,1456291,Pine-Eastern White,Pinus,41.687616713,-73.903421652,009b04
2717,1456296,Planetree-London,Platanus,41.687408237,-73.902688656,009b04
141,807502,Beech-European,Fagus,41.688806055,-73.898049967,009b04
2858,2629925,Sweetgum-Common,Liquidambar,41.684047700,-73.897438000,009b04
2757,1789216,Redbud-Eastern,Cercis,41.683837900,-73.896751400,009b04
2758,1789217,Redbud-Eastern,Cercis,41.683795900,-73.896827700,009b04
2761,1878673,Elm-American,Ulmus,41.685794800,-73.894432100,009b04
2765,1886833,Fir-White,Abies,41.687828100,-73.895072900,009b04
2777,1959294,Birch-River,Betula,41.688510900,-73.893875100,009b04
2781,1959341,Birch-River,Betula,41.688522300,-73.894050600,009b04
2786,1959353,Birch-River,Betula,41.688606300,-73.894096400,009b04
2792,2001366,Dogwood-Flowering,Cornus,41.690197000,-73.890922500,009b04
2794,2001372,Dogwood-Flowering,Cornus,41.690128300,-73.890686000,009b04
2800,2012167,Maple-Freeman's,Acer,41.690326700,-73.890777600,009b04
2824,2320798,Planetree-London,Platanus,41.683471700,-73.894386300,009b04
2833,2371045,Poplar-Aspen,Populus,41.684177400,-73.896919300,009b04
2847,2491060,Maple-Red,Acer,41.685947400,-73.898063700,009b04
2865,2668671,Dogwood-Flowering,Cornus,41.683944700,-73.897552500,009b04
2874,2677837,Sweetgum-Common,Liquidambar,41.681663500,-73.896881100,009b04
2879,2681054,Sycamore-American,Platanus,41.681457500,-73.895828200,009b04
2889,2701931,Magnolia-Cucumbertree,Magnolia,41.686534900,-73.894592300,009b04
2891,2701951,Redbud-Eastern,Cercis,41.689365400,-73.897758500,009b04
2892,2706170,Tupelo-Black,Nyssa,41.689456900,-73.897155800,009b04
2899,2712166,Arborvitae-Green Giant,Thuja,41.691616100,-73.899498000,009b04
573,810220,Honeylocust-Thornless Common,Gleditsia,41.685864443,-73.896879127,009b04
2902,2741223,Pine-Eastern White,Pinus,41.686946900,-73.892288200,ff0000
2910,2872539,Franklinia Tree,Franklinia,41.684921300,-73.895118700,009b04
64,807425,Oak-Pin,Quercus,41.689803277,-73.897563188,009b04
65,807426,Maple-Norway,Acer,41.689678165,-73.897202963,ff0000
74,807435,Maple-Red,Acer,41.689112761,-73.896864322,009b04
109,807470,Maple-Paperbark,Acer,41.688269136,-73.898106278,009b04
143,807504,Douglas Fir,Pseudotsuga,41.688755425,-73.898619467,009b04
145,807506,Crabapple,Malus,41.689102699,-73.898609059,ffff00
149,807510,Dogwood-Flowering,Cornus,41.689730991,-73.898479954,009b04
155,807516,Maple-Paperbark,Acer,41.689998732,-73.898582808,009b04
167,807862,Maple-Norway,Acer,41.691220769,-73.897998080,009b04
244,807939,Linden,Tilia,41.691590265,-73.899734643,009b04
253,807948,Maple-Amur,Acer,41.691673483,-73.899933036,009b04
272,808775,Spruce-Norway,Picea,41.691568404,-73.900163984,009b04
288,808791,Pine-Eastern White,Pinus,41.691394962,-73.899852872,009b04
291,808794,Elm-Slippery,Ulmus,41.691200148,-73.899880503,009b04
